bugid	bugName	predicted	groundTruth
670	Math_5	&&!isInfinite;	return INF;
670	Math_5	) { return ZERO; }	return INF;
670	Math_5	&& isNaN == 0.0;	return INF;
670	Math_5	/* NaN */	return INF;
670	Math_5	? NaN : ONE ZERO;	return INF;
670	Math_5	) { return ZERO; }	return INF;
670	Math_5	? NaN : null;	return INF;
670	Math_5	naN = INF.ONE;	return INF;
670	Math_5	&&!isNaN;	return INF;
670	Math_5	&&!isInfinite ;	return INF;
670	Math_5	naN = naN;	return INF;
670	Math_5	? ZERO : NaN;	return INF;
670	Math_5	? NaN : naN;	return INF;
670	Math_5	: INF ONE ONE ZERO;	return INF;
670	Math_5	? NaN :? NaN;	return INF;
670	Math_5	? NaN : ONE_ZERO;	return INF;
670	Math_5	if (isNaN) return ONE;	return INF;
670	Math_5	? NaN :!NaN;	return INF;
670	Math_5	? NaN : ONE.ZERO;	return INF;
670	Math_5	? NaN : INF ONE;	return INF;
670	Math_5	n = naN;	return INF;
670	Math_5	&&!isNaN ;	return INF;
670	Math_5	n = INF.ONE;	return INF;
670	Math_5	&& isNaN ;	return INF;
670	Math_5	n = ZERO;	return INF;
670	Math_5	) { return ZERO; } 	return INF;
670	Math_5	/* FIXME*/	return INF;
670	Math_5	? NaN : N;	return INF;
670	Math_5	: INF ONE ZERO;	return INF;
670	Math_5	n = ONE;	return INF;
670	Math_5	.setNaN(naN);	return INF;
670	Math_5	n = INF.ONE_ZERO;	return INF;
670	Math_5	= INF.ONE;	return INF;
670	Math_5	&& isNaN;	return INF;
670	Math_5	&& isInfinite;	return INF;
670	Math_5	/*naN*/	return INF;
670	Math_5	&&!isInfinite	return INF;
670	Math_5	naN = INF.ONE;	return INF;
670	Math_5	;	return INF;
670	Math_5	= INF ONE ZERO;	return INF;
670	Math_5	naN = NaN;	return INF;
670	Math_5	return INF ONE ZERO;	return INF;
670	Math_5	&& isInfinite ;	return INF;
670	Math_5	naN = NaN;	return INF;
670	Math_5	) { return ONE; }	return INF;
670	Math_5	// INF ONE ZERO	return INF;
670	Math_5	= INF ONE ONE ZERO;	return INF;
670	Math_5	) { return INF.ONE; }	return INF;
670	Math_5	n = ONE ZERO;	return INF;
670	Math_5	// INF ONE ONE ZERO	return INF;
670	Math_5	&&!isNaN	return INF;
670	Math_5	? NaN : INF_ONE;	return INF;
670	Math_5	? NaN : ONE ONE;	return INF;
670	Math_5	//$NON-NLS-1$	return INF;
670	Math_5	? NaN : NP;	return INF;
670	Math_5	/*NaN*/	return INF;
670	Math_5	n = new Complex(NaN);	return INF;
670	Math_5	&&!isNaN);	return INF;
670	Math_5	naN = new NaN();	return INF;
670	Math_5	nan	return INF;
670	Math_5	/* FIXME */	return INF;
670	Math_5	n = new Complex(naN);	return INF;
670	Math_5	? NaN : 0.0;	return INF;
670	Math_5	return INF.ONE;	return INF;
670	Math_5	naN = ONE;	return INF;
670	Math_5	// NNF ONE ONE ZERO	return INF;
670	Math_5	NaN = INF.ONE;	return INF;
670	Math_5	&&!isNaN	return INF;
670	Math_5	if (isNaN) {	return INF;
670	Math_5	) { return ONE; }	return INF;
670	Math_5	nf = INF.ONE;	return INF;
670	Math_5	naN = ZERO;	return INF;
670	Math_5	return INF.ONE_ZERO;	return INF;
670	Math_5	? NaN : Null;	return INF;
670	Math_5	= INF.ONE_ZERO;	return INF;
670	Math_5	? NaN : 0.001;	return INF;
670	Math_5	? NaN : n;	return INF;
670	Math_5	if (isNaN)	return INF;
670	Math_5	&& isNaN	return INF;
670	Math_5	? NaN : -N;	return INF;
670	Math_5	n = this.naN;	return INF;
670	Math_5	return INF.NaN;	return INF;
670	Math_5	? NaN : NNF;	return INF;
670	Math_5	? NaN : NE;	return INF;
670	Math_5	? NaN : ZARO;	return INF;
670	Math_5	n = NaN;	return INF;
670	Math_5	) { return ZERO;	return INF;
670	Math_5	? NaN : NT;	return INF;
670	Math_5	: NaN;	return INF;
670	Math_5	&& isInfinite	return INF;
670	Math_5	, NaN;	return INF;
670	Math_5	RealMath.abs(real);	return INF;
670	Math_5	/* NaN... */	return INF;
670	Math_5	= INF.NaN;	return INF;
670	Math_5	|= NaN;	return INF;
670	Math_5	naN = null;	return INF;
670	Math_5	n = ONE_ZERO;	return INF;
670	Math_5	: NaN;	return INF;
670	Math_5	? NaN : NS;	return INF;
670	Math_5	? NaN : INF;	return INF;
670	Math_5	ret = ZERO;	return INF;
670	Math_5	? NaN : N;	return INF;
670	Math_5	/* NaN...*/	return INF;
670	Math_5	? NaN : Neg;	return INF;
670	Math_5	&& isNaN	return INF;
670	Math_5	? NaN : 0;	return INF;
670	Math_5	naN = null;	return INF;
670	Math_5	n = new NaN();	return INF;
670	Math_5	/*NaN */	return INF;
670	Math_5	/* naN*/	return INF;
670	Math_5	|| isNaN;	return INF;
670	Math_5	naN = 0.0;	return INF;
670	Math_5	n = ONE.ONE;	return INF;
670	Math_5	? NaN : ;	return INF;
670	Math_5	n = NaN;	return INF;
670	Math_5	/*naN */	return INF;
670	Math_5	r = INF.ONE;	return INF;
670	Math_5	naN = ONE;	return INF;
670	Math_5	? NaN : 1;	return INF;
670	Math_5	if (isNaN)	return INF;
670	Math_5	// FIXME	return INF;
670	Math_5	= INF.ONE;	return INF;
670	Math_5	N = INF.ONE;	return INF;
670	Math_5	/* NaN;*/	return INF;
670	Math_5	: ZERO;	return INF;
670	Math_5	// NNF ONE ZERO	return INF;
670	Math_5	|| isInfinite;	return INF;
670	Math_5	n = ZERO;	return INF;
670	Math_5	return isNaN;	return INF;
670	Math_5	return ONE ZERO;	return INF;
670	Math_5	n = 0;	return INF;
670	Math_5	:? NaN;	return INF;
670	Math_5	: = ZERO;	return INF;
670	Math_5	n = 0.0;	return INF;
670	Math_5	ret = NaN;	return INF;
670	Math_5	n = null;	return INF;
670	Math_5	= INF ONE;	return INF;
670	Math_5	N : NaN;	return INF;
670	Math_5	n = 1.0;	return INF;
670	Math_5	clazz = NaN;	return INF;
670	Math_5	return INF ONE;	return INF;
670	Math_5	/* NaN*/	return INF;
670	Math_5	: -N ;	return INF;
670	Math_5	n = ONE;	return INF;
670	Math_5	m = ONE;	return INF;
670	Math_5	: = NaN;	return INF;
670	Math_5	n = n;	return INF;
670	Math_5	, NaN ;	return INF;
670	Math_5	NaN = ONE;	return INF;
670	Math_5	return INF_ONE;	return INF;
670	Math_5	n = NT;	return INF;
670	Math_5	return ONE;	return INF;
670	Math_5	return ZERO;	return INF;
670	Math_5	n = -1;	return INF;
670	Math_5	n = NE;	return INF;
670	Math_5	/* NaN	return INF;
670	Math_5	!= 0.0;	return INF;
670	Math_5	n = NP;	return INF;
670	Math_5	|= NaN ;	return INF;
670	Math_5	, ZERO;	return INF;
670	Math_5	: -N;	return INF;
670	Math_5	= INF_ONE;	return INF;
670	Math_5	n = null;	return INF;
670	Math_5	%= 0;	return INF;
670	Math_5	n = NI;	return INF;
670	Math_5	: N;	return INF;
670	Math_5	? NaN :	return INF;
670	Math_5	//NOI18N	return INF;
670	Math_5	// SNAPSHOT	return INF;
670	Math_5	n = 0.5;	return INF;
670	Math_5	: null;	return INF;
670	Math_5	// NOI18N	return INF;
670	Math_5	N = ONE;	return INF;
670	Math_5	n = ONE;	return INF;
670	Math_5	= ONE;	return INF;
670	Math_5	// isNaN	return INF;
670	Math_5	// Infinite	return INF;
670	Math_5	: ;	return INF;
670	Math_5	= NaN;	return INF;
670	Math_5	return null;	return INF;
670	Math_5	return INF;	return INF;
670	Math_5	++i;	return INF;
670	Math_5	nan	return INF;
670	Math_5	//FIXME	return INF;
670	Math_5	(0);	return INF;
670	Math_5	rim();	return INF;
670	Math_5	;	return INF;
670	Math_5	/*	return INF;
670	Math_5	// NNF	return INF;
670	Math_5	// NaN	return INF;
670	Math_5	//...	return INF;
670	Math_5	//	return INF;
670	Math_5	:	return INF;
670	Math_5	);	return INF;
670	Math_5	.	return INF;
706	Math_41	for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - 1; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length - mean; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - mean; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = start; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	For (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; i ++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length - 1; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i >= weights.length; i--) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length - mean; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - start; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = start; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; i--) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin -1; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < start + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	// for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i >= 0; i--) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < start + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	(int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < mean + weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length + 1; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - 1; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	For (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; ++i) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - 1; i >= weights.length; i--) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < weights.length - mean; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length + mean; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length - 1; i >= 0; i--) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - mean; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = start + length; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < mean + weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length - mean; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; i ++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length - mean; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < mean + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin ; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	/* for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + mean; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; i--) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	//for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	continue; for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + mean; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - mean + length; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length - 1; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - mean; i >= weights.length; i--) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - length; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i >= weights.length; i--) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin +1; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; i += weights.length) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < start + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length % weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + mean; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i > begin + length; i--) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < start + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < = weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin+1; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < weights.length-1; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - 1; i < begin + length; i--) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	For (int i = begin; i < begin + length - mean; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = start + length; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - mean ; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	//for (int i = 0; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < = weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length - mean; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length + dev; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < weights.length + mean; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	; for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length + 1; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < mean; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	/* for (int i = 0; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length ; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	/*for (int i = 0; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - accum; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	For (int i = begin - 1; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	/* for (int i = 0; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - 1; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	For (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length / 2; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length * mean; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	// for (int i = 0; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < begin; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = start; i < start + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	//For (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length-1; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - mean; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin -1; i < weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin - 1; i < start + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	/* for (int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length + accum; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (short i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length; ++i) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	int i = begin; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < weights.length - mean) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < mean + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i < weights.length; i ++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	/*for (int i = 0; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	For (int i = begin; i < begin + length - mean; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin; i < begin + length - mean; i--) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length ; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	For (int i = begin - 1; i < begin + length; i++) {	for (int i = begin; i < begin + length; i++) {
706	Math_41	for (int i = begin + length; i!= weights.length; i++) {	for (int i = begin; i < begin + length; i++) {
