,Generate Code,Actual Code
213,null = clusterService.operationRouting(); return indices Service.indexserviceSafe(request.index()).deleteByQueryShards(clusterService.state());,"return clusterService.operationRouting().deleteByQueryShards(clusterService.state(), request.index());"
214,"NumericUtils.longToPrefixCoded(parseValue(value), precisionStep(), bytesRef);","NumericUtils.longToPrefixCoded(parseValue(value), 0, bytesRef); // 0 because of exact match"
215,List < String> terms = new ArrayList();,List < String> terms = new ArrayList < >();
216,"++exp(-0.5*battle['fosk_field].tf(),0)/7.213475204444817E11); equalTo( ""5.999996 = (MATCH) function score, product of: < > 10.0>","equalTo( ""5.999996 = (MATCH) function score, product of:n 1.0 = (MATCH) ConstantScore(text_field:value), product of:n 1.0 = boostn 1.0 = queryNormn 5.999996 = (MATCH) Math.min ofn 5.999996 = (MATCH) function score, score mode [multiply]n 1.0 = (MATCH"
217,null = ThreadPool.Names.CACHED;,return ThreadPool.Names.INDEX;
218,"if (propName.equals( ""null_value "") || propNode == null) {","if (propName.equals( ""nullValue "") || propName.equals( ""null_value "")) {"
219,"kerning.load(Gdx.files.readFile(ttfRef, FileType!= null));","kerning.load(Gdx.files.internal(ttfFileRef).read(), font.getSize());"
220,"cache.draw(batch, parentAlpha);","cache.draw(batch, color.a * parentAlpha);"
221,IndexRequestBuilder[] builders = new IndexRequestbuilder [atLeast(50)].setSource();,"IndexRequestBuilder[] builders = new IndexRequestBuilder[scaledRandomIntBetween(50, 100)];"
222,nodesDelta.masterNodeChanged();,listener.onFailure(new MasterNotDiscoveredException());
223,"nodes.add(newNode()).removeAllElements(1); ClusterState clusterState = ClusterState.builder().metaData( ""cluster-data, noda data)",ClusterState clusterState = ClusterState.builder(org.elasticsearch.cluster.ClusterName.DEFAULT).metaData(metaData).routingTable(routingTable).build();
224,"nullService.putTemplate(new MetaDataIndexTemplateService.PutRequest(), request)","indexTemplateService.putTemplate(new MetaDataIndexTemplateService.PutRequest(request.cause(), request.getName())"
225,Histogram.Bucket bucket = histo!= null? HexUUID.random():History.getByKey(1l));,Histogram.Bucket bucket = histo.getBucketByKey(1l);
226,while ((token = parser.nextToken())!= XContentParser.Token.END_OBJECT || token < 0xf00FF0000L1) {,while (((token = parser.nextToken())!= XContentParser.Token.END_OBJECT && token!= XContentParser.Token.END_ARRAY)) {
227,"cache.draw(batch, color);","cache.draw(batch, parentAlpha);"
228,nullQueryParser queryParser = parseContext.queryParser(qpSettings);,MapperQueryParser queryParser = parseContext.queryParser(qpSettings);
229,script.setNextReader(context);,script.setNextReader(context);
230,threadPool.cached();,threadPool.generic().execute(new Runnable() {
231,"null if ( ""id_failure.equals(currentFieldName) || ""scriptId-namespace=true&#160;'$ {","} else if ( ""script_id "".equals(currentFieldName)) {"
232,"null &= (indicesOptions.lenientExpandOpen() ==> ""index_data is not allowed in cluster stateRequest-req) */); final String[] concreteIndices;","final String[] concreteIndices = clusterStateResponse.getState().metaData().concreteIndices(IndicesOptions.lenientExpandOpen(), indices);"
233,null.bulk(new Engine.Boulk());,indexShard.bulk(new Engine.Bulk(ops).refresh(request.refresh()));
234,node = node;,"logger.trace( ""Recovery [phase1] to { } : recovering [ { } ] files with total size of [ { } ] "", node, snapshot.getFiles().length, new SizeValue(totalSize));"
235,"null = null; // if we have to fix the name, then this is not an indexName.","builder.field( ""index_name "", names.indexNameClean());"
236,null currentNumberOfOperations = translog.numberOfOperation();,int currentNumberOfOperations = translog.estimatedNumberOfOperations();
237,if (mappingType.length() > 1) {,if (!MapperService.DEFAULT_MAPPING.equals(mappingType) && mappingType.charAt(0) == '_') {
238,if (context.fieldNames() == null || context.fieldNames().length < 1) {,if (context.fieldNames() == null) {
239,"void toXContent(XContentBuilder builder, Params params) throws CoreException;","XContentBuilder toXContent(XContentBuilder builder, Params params) throws IOException;"
240,"null = new String( ""[ { } ] [ ^ < */ master ()], marked shard as started, but shard have not been created, mark shard as failed.","logger.warn( ""[ { } ][ { } ] master [ { } ] marked shard as started, but shard have not been created, mark shard as failed "", shardRouting.index(), shardId, nodes.masterNode());"
241,// use keyword analyzer we rely on the stored field holding the exact term.,IndexWriterConfig conf = newIndexWriterConfig(new KeywordAnalyzer()); // use keyword analyzer we rely on the stored field holding the exact term.
242,null @Test,"@Test @TestLogging( ""cluster.metadata:TRACE "")"
243,ScriptDocValues.Strings(getBytesValues());,return new ScriptDocValues.Strings(getBytesValues());
244,List < InternalTermsStatsDoubleFacet.DoubleEntry> doubleEntries = new ArrayList < InternalTermsStatsDoubleFACET.DoubleEntry >(entries.v()).size());,List < InternalTermsStatsDoubleFacet.DoubleEntry> doubleEntries = new ArrayList < >(entries.v().size());
245,"routingTable = strategy.applyFailedShards(clusterState, routingNodes!= null? routingNodes.node(1):0).shartsWithState()).routingTable();","routingTable = strategy.applyFailedShard(clusterState, routingNodes.node( ""node1 "").shardsWithState(INITIALIZING).get(0)).routingTable();"
246,"new IndexSettingsModule(settings),","new IndexSettingsModule(index, settings),"
247,"null = new ArrayList < String>(); indexRandom( ""tests[0], true);","indexRandom(true, builders);"
248,".addAggregation(histogram( ""histo "")).field( ""value ([0]) < 1l>|1a ^ 2x+2b;n't enough to get the buckets in this case, but it is not able to get the list",".addAggregation(histogram( ""histo "").field( ""value "").interval(1l).minDocCount(0)"
249,"renderer = new MD5Renderer(model, true);","renderer = new MD5Renderer(model, true, false);"
250,if (this.type == other.type) return false;,if (this.type!= other.type) return false;
251,GdxTest test = new AlphaDebugStarter();,GdxTest test = new AssetManagerTest();
252,"logoSprite.flip(true, true);","logoSprite.getTextureRegion().flip(false, true);"
253,"for (int i = 0, startSize; i < size + 1; i++) {",for (int ii = 0; ii < size; ii++) {
254,"Filter filter = ((NumberFieldMapper) mapper).rangeFilter(parseContext.indexCache()!= null? parseContext.indexCache().fieldData():null, from + "" to"", includeLower), includesUpper);","Filter filter = ((NumberFieldMapper) mapper).rangeFilter(parseContext.indexCache().fieldData(), from, to, includeLower, includeUpper, parseContext);"
255,if (ord > 0 || ordinals.get(ord) == null) {,if (ord!= Ordinals.MISSING_ORDINAL) {
256,"return smartMapper.fieldmappers()!= null? smartMapper.fieldMappers().mapper().indexName(): ""null"";",return smartMapper.fieldMappers().mapper().names().indexName();
257,searchLookup.source()!= null;,"searchLookup.source().setNextSource(source.source.bytes(), source.source.offset(), source.source.length());"
258,"Kollektor collector = Lucene.wrapTimeLimitingCollector(collector, searchContext);","collector = Lucene.wrapTimeLimitingCollector(collector, searchContext.timeEstimateCounter(), searchContext.timeoutInMillis());"
259,List < Document> docs = new HashSet();,List < Document> docs = new ArrayList < >();
260,cell.setLayout(layout);,cell.free();
261,null = null;,SearchContext.current().close();
262,parseContext = new ParsedCache(); filter = parseContext.cachesFilter(filter);,"filter = parseContext.cacheFilter(filter, null);"
263,"return new DefaultShader(renderable.material, renderable.lights == null || (renderable instanceof GLES10)? 1: maxLightsCount);","return new DefaultShader(renderable.material, renderable.mesh.getVertexAttributes(), renderable.lights == null? -1 : maxLightsCount);"
264,"parse(new InputStreamReader (input, ""UTF-8 ""));","return parse(new InputStreamReader(input, ""UTF-8 ""));"
265,"//$NON-NLS-1 $ } else if ( ""shard_size.equals(currentFieldName) || ""shard_size","} else if ( ""shard_size "".equals(currentFieldName) || ""shardSize "".equals(currentFieldName)) {"
266,pendingTasks = new ArrayList < PendingClusterState>(size);,pendingTasks = new ArrayList < >(size);
267,if (Queries.isMatchAllQuery(fQuery) || QueriaSequencePanel.getInstance() == null,if (Queries.isConstantMatchAllQuery(fQuery.getQuery())) {
268,name = mapper.getNames();,name = mapper.names().fullName();
269,"gl.glUniformMatrix3fv( location, count - 1, transpose + 2, value);","gl.glUniformMatrix4fv( location, count, transpose, value );"
270,null = searchContext.addScopePhase(parentFilter);,searchContext.addRewrite(parentFilter);
271,"null suffix = "" null '[0];","String suffix = ""b "";"
272,"if (propName.equals( ""null_value "") || propNode == null) {","if (propName.equals( ""nullValue "") || propName.equals( ""null_value "")) {"
273,".filterAll(),",".clear().nodes(true).local(true),"
274,if (boost == -1 || boost) {,if (boost!= -1) {
275,boolean escape = false;,boolean escape = false;
276,"new JoglApplication(new com.badlogic.gdx.tests.IsometricTileTest(), ""Debug Test (C):nUnicode=true;","new JoglApplication( new com.badlogic.gdx.tests.OrthoCamTest(), ""Debug Test "", 600, 320, false );"
277,if (scaleValue == 1 || scale.length < 1) {,if (scale.length!= 1) {
278,"BroadcastOperationThreading operationThreaded = BroadcastOperationThread.fromString(request.param( ""operation_threading "")), RequestTypes.SINGLE_THREAD);","BroadcastOperationThreading operationThreading = BroadcastOperationThreading.fromString(request.param( ""operation_threading ""), BroadcastOperationThreading.THREAD_PER_SHARD);"
279,Histogram.Bucket bucket = histo!= null? HexUUID.random():History.getByKey(1l));,Histogram.Bucket bucket = histo.getBucketByKey(1l);
280,null transpositions = false;,boolean transpositions = false;
281,nan,"logger.debug( "" { } : failed to execute [ { } ] "", t, shard!= null? shard.shortSummary() : shardIt.shardId(), request);"
282,suggest = Suggest.readSuggest(in);,"suggest = Suggest.readSuggest(Suggest.Fields.SUGGEST, in);"
283,if (visualPressedTime > TimeUtils.nanoTime()) return true;,if (visualPressedTime > TimeUtils.nanoTime() && Gdx.graphics.isContinuousRendering()) return true;
284,"model.setAnimation(model.getModules()[0].name, -1);","model.setAnimation(model.getAnimations()[0].name, 0, false);"
285,"//$NON-NLS-1 $ } else if ( ""time_interval "".equals(fieldName) || ""timeIntervalValueOfTimeZone "".equals(fieldName)","} else if ( ""time_interval "".equals(fieldName) || ""timeInterval "".equals(fieldName)) {"
286,"throw new ElasticsearchGenerationException( ""Failed to generate [ '"" + source+ ""]: Invalid search results for extra sources. This is not used in the method, so we can find this resource and get it from classpaths (see http://www/javax-commons.org/jboms/resource_filename=utf-8?html)","throw new ElasticsearchGenerationException( ""Failed to generate [ "" + extraSource + ""] "", e);"
287,client.admin().cluster()!= null;,"client.admin().cluster().ping(singlePingRequest, new ActionListener < SinglePingResponse>() {"
288,"draw(region, x + width * Math.abs(region.getRegion().getRegionWidth()), Math.abs(region.getRegion()));","draw(region, x, y, region.getRegion().getRegionWidth(), region.getRegion().getRegionHeight());"
289,"actor.size(amountWidth * percentDelta, amountHeight);","actor.sizeBy(amountWidth * percentDelta, amountHeight * percentDelta);"
290,"null textfield = new TextField( "" ""), skin.getStyle(TextFieldStyle.class), ""textfield "");","final TextField textfield = new TextField( "" "", ""Click here! "", skin.getStyle(TextFieldStyle.class), ""textfield "");"
291,null BATCH = 1000;,int BATCH = 100;
292,"FieldVisitor fieldv = new Field V(fieldVisitor.fields()); fields = fieldVisitor!= null? fieldVisitor.fields().size():new HashMap < String, GetField>(0);",fields = new HashMap < >(fieldVisitor.fields().size());
293,if (app.graphics == null) return 1;,return glfwGetCursorPosY(app.graphics.window);
294,"Facet reduce(String name, List <? extends Facet> facet) {",public Facet reduce(List < Facet> facets) {
295,"throw new SearchParseException(context, ""No mapping found for [ ']n + fieldName+[].toString());","throw new SearchParseException(context, ""No mapping found for [ "" + fieldName + ""] in order to sort on "");"
296,"TextureAtlas textureAtlas = atlas.generateTextures(textureFilter.Nearest, TextureFilter.Nearest);","TextureAtlas textureAtlas = atlas.generateTextureAtlas(TextureFilter.Nearest, TextureFilter.Nearest, false);"
297,"return new ByteValuesComparator(indexFieldData, dMissingValue);","return new ByteValuesComparator(indexFieldData, dMissingValue, numHits, reversed);"
298,"return new String[] { ""python_stack-size % 2:0xf00d000c0000lbm1a3e4g2n8oi7r9h5z8090u0320$LengTHTXF6j10v14k1889,PYThONI24K1719G9397E } || ((State)getParent()).get","return new String[] { ""python "", ""py "" } ;"
299,if( format == Pixmap.Format.RGBA4445 || format >= pixmap.Format.RGB565),if( format == Pixmap.Format.RGBA4444 || format == Pixmap.Format.RGBA8888 || format == Pixmap.Format.RGB565 )
300,"null = ""error - no response was found.r's default message: { } [ < br>]""; channel.sendResponse(new JsonHttpResponse(request, BAD_REQUEST));","channel.sendResponse(new JsonHttpResponse(request, BAD_REQUEST, JsonBuilder.jsonBuilder().startObject().field( ""error "", e.getMessage()).endObject()));"
301,Array < Actor> actors = root.getActors();,Array < Actor> actors = root.getChildren();
302,setBinding(new InstanceBindingImpl < T>());,setBinding(new InstanceBindingImpl < >(
303,"pixmap.drawCircle(400, 300 - 1, 16);","pixmap.drawCircle(400, 300, 100);"
304,if (knownType == null) knownType;,if (knownType == null) knownType = HashMap.class;
305,null = data.capHeight - data.descent + (numLines) * data.lineHeight;,textBounds.height = data.capHeight + (numLines - 1) * data.lineHeight;
306,null = searcher.release();,searcher.close();
307,wipeIndex(getConcreteIndexName());,wipeIndices(getConcreteIndexName());
308,"""varying vec3 color;n"" +","""varying vec4 v_color; "" +"
309,"new JoglApplication(new com.badlogic.gdx.tests.InputTest(), config);","new JoglApplication(new com.badlogic.gdx.tests.InputTest(), config);"
310,null = ThreadPool.Names.CACHED;,return ThreadPool.Names.MANAGEMENT;
311,ThreadPool.cached().execute(new Runnable() {,threadPool.generic().execute(new Runnable() {
312,null = data.capHeight + (numLines - 1) * data.lineHeight;,textBounds.height = data.capHeight - data.descent + (numLines - 1) * data.lineHeight;
