bugid	bug	buggy	patch	lineNo	action
37	accumulo_813109d7	buggy:  context:  public  void  setProperty(ByteBuffer  login,  String  property,  String  value)  throws  AccumuloException,  AccumuloSecurityException,  org.apache.thrift.TException;  public  boolean  testClassLoad(ByteBuffer  login,  String  className,  String  asTypeName)  throws  AccumuloException,  AccumuloSecurityException,  org.apache.thrift.TException;  public  boolean  authenticateUser(ByteBuffer  login,  String  user,  Map<String,String>  properties)  throws  AccumuloException,  AccumuloSecurityException,  org.apache.thrift.TException;  public  void  changeUserAuthorizations(ByteBuffer  login,  String  user,  Set<ByteBuffer>  authorizations)  throws  AccumuloException,  AccumuloSecurityException,  org.apache.thrift.TException;  public  void  changeLocalUserPassword(ByteBuffer  login,  String  user,  ByteBuffer  password)  throws  AccumuloException,  AccumuloSecurityException,  org.apache.thrift.TException;  public  void  createLocalUser(ByteBuffer  login,  String  user,  ByteBuffer  password)  throws  AccumuloException,  AccumuloSecurityException,  org.apache.thrift.TException;  public  void  dropLocalUser(ByteBuffer  login,  String  user)  throws  AccumuloException,  AccumuloSecurityException,  org.apache.thrift.TException;  public  List<ByteBuffer>  getUserAuthorizations(ByteBuffer  login,  String  user)  throws  AccumuloException,  AccumuloSecurityException,  org.apache.thrift.TException;  public  void  grantSystemPermission(ByteBuffer  login,  String  user,  SystemPermission  perm)  throws  AccumuloException,  AccumuloSecurityException,  org.apache.thrift.TException;  	        	150	replace-4
38	accumulo_891584fb	buggy:  sb.append( "-  Authorization  timeout:   ").append(String.format( "%.2fs%n ",  TimeUnit.NANOSECONDS.toSeconds(authTimeout)));  context:  }  public  void  printVerboseInfo()  throws  IOException  {  StringBuilder  sb  =  new  StringBuilder( "-\n ");  sb.append( "-  Current  user:   ").append(connector.whoami()).append( "\n ");  if  (execFile  !=  null)  sb.append( "-  Executing  commands  from:   ").append(execFile).append( "\n ");  if  (disableAuthTimeout)  sb.append( "-  Authorization  timeout:  disabled\n ");  else    sb.append( "-  Authorization  timeout:   ").append(String.format( "%.2fs%n ",  TimeUnit.NANOSECONDS.toSeconds(authTimeout)));  sb.append( "-  Debug:   ").append(isDebuggingEnabled()  ?   "on "  :   "off ").append( "\n ");  if  (!scanIteratorOptions.isEmpty())  {  for  (Entry<String,List<IteratorSetting>>  entry  :  scanIteratorOptions.entrySet())  {  sb.append( "-  Session  scan  iterators  for  table   ").append(entry.getKey()).append( ":\n ");  for  (IteratorSetting  setting  :  entry.getValue())  {  sb.append( "-    Iterator   ").append(setting.getName()).append( "  options:\n ");  sb.append( "-     ").append( "iteratorPriority ").append( "  =   ").append(setting.getPriority()).append( "\n ");  sb.append( "-     ").append( "iteratorClassName ").append( "  =   ").append(setting.getIteratorClass()).append( "\n ");  	sb.append( "-  Authorization  timeout:   ").append(String.format( "%ds%n ",  TimeUnit.NANOSECONDS.toSeconds(authTimeout)));  	496	replace-1
39	wicket_4fc82e35	buggy:  context:  private  RuntimeConfigurationType  configurationType;  public  static  WebApplication  get()  {  Application  application  =  Application.get();  	public  static  final  String  ENCTYPE_MULTIPART_FORM_DATA  =   "multipart/form-data ";    	152	add
40	wicket_5fd03973	buggy:  return  true;  context:  {  throw  new  WicketRuntimeException( "Couldn't  find  component  behavior. ",  e);  }  }  }  public  final  boolean  isPageInstanceCreated()  {  //  this  request  handler  always  operates  on  a  created  page  instance  return  true;  	if  (!(pageComponentProvider  instanceof  IIntrospectablePageProvider))  {  LOG.warn(   "{}  used  by  this  application  does  not  implement  {},  the  request  handler  is  falling  back  on  using  incorrect  behavior ",  IPageProvider.class,  IIntrospectablePageProvider.class);  return  !pageComponentProvider.isNewPageInstance();  }  return  ((IIntrospectablePageProvider)pageComponentProvider).hasPageInstance();  	253	replace-1
41	maven_1c3abfba	buggy:  if  (  !hasExpression(  string  )  )  return  true;  addViolation(  problems,  severity,  fieldName,  sourceHint,   "must  be  a  valid  version  but  is  ' "  +  string  +   "'. ",  tracker  );  return  false;  Severity  errOn30  =  getSeverity(  request,  ModelBuildingRequest.VALIDATION_LEVEL_MAVEN_3_0  );  if  (  string.length()  >  0  &&  !hasExpression(  string  )  &&  ! "RELEASE ".equals(  string  )  &&  ! "LATEST ".equals(  string  )  )  return  true;  addViolation(  problems,  errOn30,  fieldName,  sourceHint,   "must  be  a  valid  version  but  is  ' "  +  string  +   "'. ",  tracker  );  return  false;  context:  }  private  boolean  validateVersion(  String  fieldName,  ModelProblemCollector  problems,  Severity  severity,  String  string,  String  sourceHint,  InputLocationTracker  tracker  )  {  if  (  string  ==  null  ||  string.length()  <=  0  )  {  return  true;  }      if  (  !hasExpression(  string  )  )  {      return  true;  }      addViolation(  problems,  severity,  fieldName,  sourceHint,   "must  be  a  valid  version  but  is  ' "  +  string  +   "'. ",  	if  (  hasExpression(  string  )  )  addViolation(  problems,  severity,  fieldName,  sourceHint,   "must  be  a  valid  version  but  is  ' "  +  string  +   "'. ",  tracker  );  return  false;  if  (  !validateBannedCharacters(  fieldName,  problems,  severity,  string,  sourceHint,  tracker,  ILLEGAL_VERSION_CHARS  )  )  {  return  false;  }  return  true;  Severity  errOn30  =  getSeverity(  request,  ModelBuildingRequest.VALIDATION_LEVEL_MAVEN_3_0  );    if  (  !validateVersion(  fieldName,  problems,  errOn30,  string,  sourceHint,  tracker  )  )  return  false;  if  (  string.length()  <=  0  ||   "RELEASE ".equals(  string  )  ||   "LATEST ".equals(  string  )  )  {  addViolation(  problems,  errOn30,  fieldName,  sourceHint,   "must  be  a  valid  version  but  is  ' "  +  string  +   "'. ",  tracker  );  return  false;  }  return  true;  	767	replace-13
42	jackrabbit-oak_7d72e6ed	buggy:  context:  if  (s  ==  selector1)  {  PropertyExistenceImpl  ex  =  new  PropertyExistenceImpl(s.getSelectorName(),  property1Name);  ex.bindSelector(s);  s.restrictSelector(ex);  }  else  if  (s  ==  selector2)  {  PropertyExistenceImpl  ex  =  new  PropertyExistenceImpl(s.getSelectorName(),  property2Name);  ex.bindSelector(s);  s.restrictSelector(ex);  }  }  	  private  String  getPlan()  {  return  source.getPlan(rootState);  }  	131	add
43	commons-math_03178c8b	buggy:  return  0.5  *  (1  +  Erf.erf(dev  /  (standardDeviation  *  SQRT2)));  context:  public  double  cumulativeProbability(double  x)  {  final  double  dev  =  x  -  mean;  if  (FastMath.abs(dev)  >  40  *  standardDeviation)  {  return  dev  <  0  ?  0.0d  :  1.0d;  }      return  0.5  *  (1  +  Erf.erf(dev  /  (standardDeviation  *  SQRT2)));  }  public  double  inverseCumulativeProbability(final  double  p)  throws  OutOfRangeException  {  if  (p  <  0.0  ||  p  >  1.0)  {  	return  0.5  *  Erf.erfc(-dev  /  (standardDeviation  *  SQRT2));  	196	replace-1
44	wicket_ba516f02	buggy:  context:  JavaScriptUtils.SCRIPT_CLOSE_TAG);  }  public  void  updateModel()  {  }  }  	  @Override  protected  String  getModelValue()  {  return  null;  }  	202	add
45	wicket_1b57b51c	buggy:  String  id  =  getMarkupIdFromMarkup();  if  (id  !=  null)  {  return  id;  }  return  getMetaData(MARKUP_ID_KEY);  context:  return  ValueMap.EMPTY_MAP;  }  public  final  Object  getMarkupIdImpl()  {  String  id  =  getMarkupIdFromMarkup();  if  (id  !=  null)  {  return  id;  }  if  (generatedMarkupId  !=  -1)  {  return  generatedMarkupId;  }  	String  id  =  getMetaData(MARKUP_ID_KEY);    if  (id  ==  null  &&  findPage()  !=  null)  {  id  =  getMarkupIdFromMarkup();  }  return  id;  	1502	replace-7
46	commons-math_91d280b7	buggy:  context:  public  static  double  linearCombination(final  double[]  a,  final  double[]  b)  throws  DimensionMismatchException  {  final  int  len  =  a.length;  if  (len  !=  b.length)  {  throw  new  DimensionMismatchException(len,  b.length);  }  final  double[]  prodHigh  =  new  double[len];  double  prodLowSum  =  0;  for  (int  i  =  0;  i  <  len;  i++)  {  final  double  ai  =  a[i];  	if  (len  ==  1)  {  return  a[0]  *  b[0];  }    	821	add
47	wicket_e93fdd5a	buggy:  connection.setDoInput(false);  context:  final  File  file  =  Files.getLocalFileFromUrl(url);  if  (file  !=  null)  {  return  Files.getLastModified(file);  }  URLConnection  connection  =  url.openConnection();  connection.setDoInput(false);  final  long  milliseconds;  try  {  if  (connection  instanceof  JarURLConnection)  {  JarURLConnection  jarUrlConnection  =  (JarURLConnection)connection;  URL  jarFileUrl  =  jarUrlConnection.getJarFileURL();  		60	remove-1
48	wicket_6ce34ccf	buggy:  minifiedName  =  name.substring(0,  name.length()  -  extension.length()  +  1)  +   "min "  +  extension;  context:  protected  String  getMinifiedName()  {  String  name  =  super.getName();  String  minifiedName;  int  idxOfExtension  =  name.lastIndexOf('.');  if  (idxOfExtension  >  -1)  {  String  extension  =  name.substring(idxOfExtension);  minifiedName  =  name.substring(0,  name.length()  -  extension.length()  +  1)  +   "min "  +  extension;  }  else  	final  String  baseName  =  name.substring(0,  name.length()  -  extension.length()  +  1);  if  (! ".min ".equals(extension)  &&  !baseName.endsWith( ".min. "))  {  minifiedName  =  baseName  +   "min "  +  extension;  }  else  {  minifiedName  =  name;  }  	210	replace-1
49	flink_30761572	buggy:  CompositeType<?>  compositeType  =  (CompositeType<?>)  type;  TypeInformation<?>  fieldType  =  compositeType.getTypeAt(i);  if(groupingFields[j]  ==  i)  {  //  check  if  user  set  the  key  int  keyId  =  countNestedElementsBefore(compositeType,  i)  +  i;  if(fieldType  instanceof  TupleTypeInfoBase)  {  TupleTypeInfoBase<?>  tupleFieldType  =  (TupleTypeInfoBase<?>)  fieldType;  tupleFieldType.addAllFields(keyId,  keyFields);  }  else  {  Preconditions.checkArgument(fieldType  instanceof  AtomicType,   "Wrong  field  type ");  keyFields.add(new  FlatFieldDescriptor(keyId,  fieldType));    private  static  int  countNestedElementsBefore(CompositeType<?>  compositeType,  int  pos)  {  if(  pos  ==  0)  {  return  0;  }  int  ret  =  0;  for  (int  i  =  0;  i  <  pos;  i++)  {  TypeInformation<?>  fieldType  =  compositeType.getTypeAt(i);  ret  +=  fieldType.getTotalFields()  -1;  }  return  ret;  }    context:  if  (groupingFields  ==  null  ||  groupingFields.length  ==  0)  {  groupingFields  =  new  int[type.getArity()];  for  (int  i  =  0;  i  <  groupingFields.length;  i++)  {  groupingFields[i]  =  i;  }  }  else  {  groupingFields  =  rangeCheckFields(groupingFields,  type.getArity()  -1);  }  CompositeType<?>  compositeType  =  (CompositeType<?>)  type;  Preconditions.checkArgument(groupingFields.length  >  0,   "Grouping  fields  can  not  be  empty  at  this  point ");  keyFields  =  new  ArrayList<FlatFieldDescriptor>(type.getTotalFields());  for(int  j  =  0;  j  <  groupingFields.length;  j++)  {  for(int  i  =  0;  i  <  type.getArity();  i++)  {  	int  keyPos  =  groupingFields[j];    int  offset  =  0;    TypeInformation  fieldType  =  ((CompositeType<?>)  type).getTypeAt(i);  if(i  <  keyPos)  {  offset  +=  fieldType.getTotalFields();  }  else  {  if(fieldType  instanceof  CompositeType)  {  ((CompositeType)  fieldType).getFlatFields( "* ",  offset,  keyFields);  else  if(fieldType  instanceof  AtomicType)  {  keyFields.add(new  FlatFieldDescriptor(offset,  fieldType));  }  else  {  throw  new  InvalidProgramException( "Field  type  is  neither  CompositeType  nor  AtomicType:   "+fieldType);  }  break;    	226	replace-25
50	camel_7f8a295a	buggy:  context:  ObjectHelper.notNull( "language ",  getLanguage());  Language  language  =  camelContext.resolveLanguage(getLanguage());  String  exp  =  getExpression();  if  (exp  !=  null  &&  isTrim())  {  exp  =  exp.trim();  }  predicate  =  language.createPredicate(exp);  configurePredicate(camelContext,  predicate);  }  }  	  if  (expression  !=  null  &&  expression.getExpression()  ==  null)  {  if  (expression.getPredicate()  !=  null)  {  expression.setExpression(expression.getPredicate().toString());  }  else  if  (expression.getExpressionValue()  !=  null)  {  expression.setExpression(expression.getExpressionValue().toString());  }  }  	163	add
51	maven_778f044e	buggy:  context:  projectBuilderConfiguration  );  mavenProject.setParentFile(  domainModel.getParentFile()  );  return  mavenProject;  }  catch  (  InvalidRepositoryException  e  )  {  throw  new  IOException(  e.getMessage()  );  }  }  	s.add(ProjectUri.Profiles.Profile.Build.Plugins.Plugin.configuration);//TODO:  More  profile  info  	309	add
52	accumulo_5ca779a0	buggy:  return  toThrift(false).hashCode();  context:  return  true;  }  if  (o  !=  null  &&  o.getClass().equals(this.getClass()))  {  return  equalMutation((Mutation)  o);  }  return  false;  }  public  int  hashCode()  {  return  toThrift(false).hashCode();  }  	return  serializedSnapshot().hashCode();  	601	replace-1
53	commons-math_ce2badf0	buggy:  return  pBminus  +  pB;  context:  if  (x  <  min)  {  return  0d;  }  else  if  (x  >=  max)  {  return  1d;  }  final  int  binIndex  =  findBin(x);  final  double  pBminus  =  pBminus(binIndex);  final  double  pB  =  pB(binIndex);  final  RealDistribution  kernel  =  k(x);  if  (kernel  instanceof  ConstantRealDistribution)  {      return  pBminus  +  pB;  }  final  double[]  binBounds  =  getUpperBounds();  final  double  kB  =  kB(binIndex);  final  double  lower  =  binIndex  ==  0  ?  min  :  binBounds[binIndex  -  1];  	if  (x  <  kernel.getNumericalMean())  {  return  pBminus;  }  else  {  return  pBminus  +  pB;  }  	613	replace-1
54	commons-math_73605560	buggy:  return  new  Line(zero,  zero.subtract(direction));  context:  throw  new  MathIllegalArgumentException(LocalizedFormats.ZERO_NORM);  }  this.direction  =  new  Vector3D(1.0  /  FastMath.sqrt(norm2),  delta);  zero  =  new  Vector3D(1.0,  p1,  -p1.dotProduct(delta)  /  norm2,  delta);  }  public  Line  revert()  {      return  new  Line(zero,  zero.subtract(direction));  }  public  Vector3D  getDirection()  {  	final  Line  reverted  =  new  Line(this);  reverted.direction  =  reverted.direction.negate();  return  reverted;  	87	replace-1
55	wicket_aa82ccfc	buggy:  context:  protected  String  transformForUrl(final  String  className)  {  return  className;  }  	private  boolean  isPageMounted(Class<?  extends  IRequestablePage>  pageClass,  Application  application)  {  ICompoundRequestMapper  applicationMappers  =  application.getRootRequestMapperAsCompound();    for  (IRequestMapper  requestMapper  :  applicationMappers)  {  if(requestMapper  instanceof  AbstractBookmarkableMapper    &&  requestMapper  !=  this)  {  AbstractBookmarkableMapper  mapper  =  (AbstractBookmarkableMapper)  requestMapper;    if(mapper.checkPageClass(pageClass))  {  return  true;  }  }  }    return  false;  }    	219	add
56	jackrabbit-oak_38f5ef13	buggy:  context:  NodeDocument.setChildrenFlag(op,  true);  }  }  private  void  rollback(List<UpdateOp>  newDocuments,  List<UpdateOp>  changed,  UpdateOp  commitRoot)  {  DocumentStore  store  =  nodeStore.getDocumentStore();  for  (UpdateOp  op  :  changed)  {  UpdateOp  reverse  =  op.getReverseOperation();  store.findAndUpdate(NODES,  reverse);  }  for  (UpdateOp  op  :  newDocuments)  {  UpdateOp  reverse  =  op.getReverseOperation();  store.findAndUpdate(NODES,  reverse);  }  	if  (op.isNew())  {  NodeDocument.setDeletedOnce(reverse);  }  NodeDocument.setDeletedOnce(reverse);  	451	add
57	camel_9cb09d14	buggy:  if  (ObjectHelper.isEmpty(key)  ||  ObjectHelper.isEmpty(type))  {  context:  remainder  =  ifStartsWithReturnRemainder( "headerAs ",  function);  if  (remainder  !=  null)  {  String  keyAndType  =  ObjectHelper.between(remainder,   "( ",   ") ");  if  (keyAndType  ==  null)  {  throw  new  SimpleParserException( "Valid  syntax:  ${headerAs(key,  type)}  was:   "  +  function,  token.getIndex());  }  String  key  =  ObjectHelper.before(keyAndType,   ", ");  String  type  =  ObjectHelper.after(keyAndType,   ", ");      if  (ObjectHelper.isEmpty(key)  ||  ObjectHelper.isEmpty(type))  {  throw  new  SimpleParserException( "Valid  syntax:  ${headerAs(key,  type)}  was:   "  +  function,  token.getIndex());  }  key  =  StringHelper.removeQuotes(key);  type  =  StringHelper.removeQuotes(type);  return  ExpressionBuilder.headerExpression(key,  type);  }  	remainder  =  ObjectHelper.after(remainder,   ") ");  if  (ObjectHelper.isEmpty(key)  ||  ObjectHelper.isEmpty(type)  ||  ObjectHelper.isNotEmpty(remainder))  {  	241	replace-1
