bugid	buggy	patch
elasticsearch_1952df982b69873544c00470293ee851697abbf4	buggy:  List<InternalAggregations>  subAggregationsList  =  new  ArrayList<InternalAggregations>(aggregations.size());  context:  public  InternalAggregation  reduce(ReduceContext  reduceContext)  {  List<InternalAggregation>  aggregations  =  reduceContext.aggregations();  if  (aggregations.size()  ==  1)  {  InternalSingleBucketAggregation  reduced  =  ((InternalSingleBucketAggregation)  aggregations.get(0));  reduced.aggregations.reduce(reduceContext.bigArrays());  return  reduced;  }  InternalSingleBucketAggregation  reduced  =  null;          List<InternalAggregations>  subAggregationsList  =  new  ArrayList<InternalAggregations>(aggregations.size());          List<InternalAggregations>  subAggregationsList  =  new  ArrayList<>(aggregations.size());  for  (InternalAggregation  aggregation  :  aggregations)  {  if  (reduced  ==  null)  {  reduced  =  (InternalSingleBucketAggregation)  aggregation;  }  else  {  this.docCount  +=  ((InternalSingleBucketAggregation)  aggregation).docCount;  }  subAggregationsList.add(((InternalSingleBucketAggregation)  aggregation).aggregations);  }  	List<InternalAggregations>  subAggregationsList  =  new  ArrayList<>(aggregations.size());  
libgdx_03ea4386dd391117de2a66a4624345e699db02cf	buggy:  super.drawChildren(batch,  parentAlpha);  context:  this.fillParent  =  fillParent;  }  public  void  layout  ()  {  }  public  void  draw  (SpriteBatch  batch,  float  parentAlpha)  {  validate();  super.drawChildren(batch,  parentAlpha);  super.draw(batch,  parentAlpha);  }  }  	super.draw(batch,  parentAlpha);  
libgdx_e189d0d6655c4e9a7719f99e6d0e47b5e5c83b35	buggy:  throw  new  GdxRuntimeException(ex);  context:  try  {  graphics.setupDisplay();  listener.create();  listener.resize(Math.max(1,  graphics.getWidth()),  Math.max(1,  graphics.getHeight()));  start();  }  catch  (Exception  ex)  {  stopped();  exception(ex);  throw  new  GdxRuntimeException(ex);  return;  }  EventQueue.invokeLater(new  Runnable()  {  int  lastWidth  =  Math.max(1,  graphics.getWidth());  int  lastHeight  =  Math.max(1,  graphics.getHeight());  public  void  run  ()  {  if  (!running  ||  Display.isCloseRequested())  {  	return;  
elasticsearch_57023c8ba93a5c43793c4e109e1c020d00eebc80	buggy:  XContentBuilder  builder  =  XContentFactory.contentBuilder(XContentType.JSON,  cachedEntry.cachedBytes());  context:  if  (parser  !=  null)  {  parser.close();  }  }  }  private  void  writeShardState(String  reason,  ShardId  shardId,  ShardStateInfo  shardStateInfo,  @Nullable  ShardStateInfo  previousStateInfo)  throws  Exception  {  CachedStreamOutput.Entry  cachedEntry  =  CachedStreamOutput.popEntry();  try  {              XContentBuilder  builder  =  XContentFactory.contentBuilder(XContentType.JSON,  cachedEntry.cachedBytes());              XContentBuilder  builder  =  XContentFactory.contentBuilder(XContentType.JSON,  cachedEntry.bytes());  builder.prettyPrint();  builder.startObject();  builder.field( "version ",  shardStateInfo.version);  if  (shardStateInfo.primary  !=  null)  {  builder.field( "primary ",  shardStateInfo.primary);  }  builder.endObject();  builder.flush();  	XContentBuilder  builder  =  XContentFactory.contentBuilder(XContentType.JSON,  cachedEntry.bytes());  
elasticsearch_f49f3e169aaec2a1ea46496b4c01d8427e97058c	buggy:  metaDataMappingService.putMapping(new  MetaDataMappingService.Request(request.indices(),  request.type(),  request.source()).ignoreConflicts(request.ignoreConflicts()).timeout(request.timeout()),  new  MetaDataMappingService.Listener()  {  context:  ClusterState  clusterState  =  clusterService.state();  request.indices(clusterState.metaData().concreteIndices(request.indices()));  final  String[]  indices  =  request.indices();  final  AtomicReference<PutMappingResponse>  responseRef  =  new  AtomicReference<PutMappingResponse>();  final  AtomicReference<Throwable>  failureRef  =  new  AtomicReference<Throwable>();  final  CountDownLatch  latch  =  new  CountDownLatch(1);          metaDataMappingService.putMapping(new  MetaDataMappingService.Request(request.indices(),  request.type(),  request.source()).ignoreConflicts(request.ignoreConflicts()).timeout(request.timeout()),  new  MetaDataMappingService.Listener()  {          metaDataMappingService.putMapping(new  MetaDataMappingService.PutRequest(request.indices(),  request.type(),  request.source()).ignoreConflicts(request.ignoreConflicts()).timeout(request.timeout()),  new  MetaDataMappingService.Listener()  {  responseRef.set(new  PutMappingResponse(response.acknowledged()));  latch.countDown();  }  failureRef.set(t);  latch.countDown();  	metaDataMappingService.putMapping(new  MetaDataMappingService.PutRequest(request.indices(),  request.type(),  request.source()).ignoreConflicts(request.ignoreConflicts()).timeout(request.timeout()),  new  MetaDataMappingService.Listener()  {  
elasticsearch_daf347e67ebd152a4774edefb0f23a2428a466c0	buggy:  return  lastIndexVersion  !=  indexCommit.getVersion();  context:  this.lastIndexVersion  =  lastIndexVersion;  this.lastTranslogId  =  lastTranslogId;  this.lastTranslogLength  =  lastTranslogLength;  this.lastTotalTranslogOperations  =  lastTotalTranslogOperations;  }  public  boolean  indexChanged()  {              return  lastIndexVersion  !=  indexCommit.getVersion();              return  lastIndexVersion  !=  indexCommit.getGeneration();  }  public  boolean  newTranslogCreated()  {  return  translogSnapshot.translogId()  !=  lastTranslogId;  	return  lastIndexVersion  !=  indexCommit.getGeneration();  
elasticsearch_08d7125cd52d9eb33a6e8c27c2007193f83373ea	buggy:  clusterState  =  IndexerClusterState.Builder.readFrom(in,  settings);  context:  private  IndexerClusterState  clusterState;  private  PublishClusterStateRequest()  {  }  private  PublishClusterStateRequest(IndexerClusterState  clusterState)  {  this.clusterState  =  clusterState;  }              clusterState  =  IndexerClusterState.Builder.readFrom(in,  settings);              clusterState  =  IndexerClusterState.Builder.readFrom(in);  }  IndexerClusterState.Builder.writeTo(clusterState,  out);  }  }  private  class  PublishClusterStateRequestHandler  extends  BaseTransportRequestHandler<PublishClusterStateRequest>  {  	clusterState  =  IndexerClusterState.Builder.readFrom(in);  
elasticsearch_c165e640fc90c83be11c5753fd080ab92af37a16	buggy:  indexSettingsBuilder.put(SETTING_AUTO_EXPAND_REPLICAS,   "1-all ");  context:  if  (indexSettingsBuilder.get(SETTING_NUMBER_OF_SHARDS)  ==  null)  {  if  (request.index().equals(riverIndexName))  {  indexSettingsBuilder.put(SETTING_NUMBER_OF_SHARDS,  settings.getAsInt(SETTING_NUMBER_OF_SHARDS,  1));  }  else  {  indexSettingsBuilder.put(SETTING_NUMBER_OF_SHARDS,  settings.getAsInt(SETTING_NUMBER_OF_SHARDS,  5));  }  }  }  if  (request.index().equals(ScriptService.SCRIPT_INDEX))  {  indexSettingsBuilder.put(SETTING_NUMBER_OF_REPLICAS,  settings.getAsInt(SETTING_NUMBER_OF_REPLICAS,  0));                          indexSettingsBuilder.put(SETTING_AUTO_EXPAND_REPLICAS,   "1-all ");                          indexSettingsBuilder.put(SETTING_AUTO_EXPAND_REPLICAS,   "0-all ");  }  else  {  if  (indexSettingsBuilder.get(SETTING_NUMBER_OF_REPLICAS)  ==  null)  {  if  (request.index().equals(riverIndexName))  {  indexSettingsBuilder.put(SETTING_NUMBER_OF_REPLICAS,  settings.getAsInt(SETTING_NUMBER_OF_REPLICAS,  1));  }  else  {  indexSettingsBuilder.put(SETTING_NUMBER_OF_REPLICAS,  settings.getAsInt(SETTING_NUMBER_OF_REPLICAS,  1));  }  	indexSettingsBuilder.put(SETTING_AUTO_EXPAND_REPLICAS,   "0-all ");  
elasticsearch_da707b6f32e98943fa6caf3704119400cbef1c7c	buggy:  return  new  DocumentMapperParser(new  Index( "test "),  newAnalysisService(),  new  PostingsFormatService(new  Index( "test ")),  context:  public  class  MapperTestUtils  {  public  static  DocumentMapperParser  newParser()  {          return  new  DocumentMapperParser(new  Index( "test "),  newAnalysisService(),  new  PostingsFormatService(new  Index( "test ")),          return  new  DocumentMapperParser(new  Index( "test "),  ImmutableSettings.Builder.EMPTY_SETTINGS,  newAnalysisService(),  new  PostingsFormatService(new  Index( "test ")),  new  DocValuesFormatService(new  Index( "test ")),  newSimilarityLookupService());  }  public  static  DocumentMapperParser  newParser(Settings  indexSettings)  {  return  new  DocumentMapperParser(new  Index( "test "),  indexSettings,  newAnalysisService(indexSettings),  new  PostingsFormatService(new  Index( "test ")),  new  DocValuesFormatService(new  Index( "test ")),  newSimilarityLookupService());  }  	return  new  DocumentMapperParser(new  Index( "test "),  ImmutableSettings.Builder.EMPTY_SETTINGS,  newAnalysisService(),  new  PostingsFormatService(new  Index( "test ")),  
libgdx_c64a9d86f2a70f4e9cc4715927afadb7c96b7ba6	buggy:  renderBatch.render(lights,  instances.get(i));  context:  gl.glViewport(0,  0,  Gdx.graphics.getWidth(),  Gdx.graphics.getHeight());  Gdx.gl.glClearColor(0,  0,  0,  0);  gl.glClear(GL10.GL_COLOR_BUFFER_BIT  |  GL10.GL_DEPTH_BUFFER_BIT);  Gdx.gl.glDisable(GL20.GL_CULL_FACE);  renderBatch.begin(cam);  for  (int  i  =  0;  i  <  instances.size;  i++)  {  if  (instances.get(i).model  ==  null)  Gdx.app.log( "Test ",   "Model   "+i+ "  is  null ");  else  renderBatch.render(lights,  instances.get(i));  renderBatch.render(instances.get(i),  lights);  }  renderBatch.end();  }  public  boolean  touchDown  (int  x,  int  y,  int  pointer,  int  newParam)  {  touchStartX  =  x;  touchStartY  =  y;  	renderBatch.render(instances.get(i),  lights);  
elasticsearch_cd0e1226e1788c376ba1030a241d7d83d36a7cf1	buggy:  ignoreMalformed);  context:  public  Builder  nullValue(short  nullValue)  {  this.nullValue  =  nullValue;  return  this;  }  public  ShortFieldMapper  build(BuilderContext  context)  {  ShortFieldMapper  fieldMapper  =  new  ShortFieldMapper(buildNames(context),  precisionStep,  fuzzyFactor,  index,  store,  boost,  omitNorms,  indexOptions,  nullValue,                      ignoreMalformed);                      ignoreMalformed(context));  fieldMapper.includeInAll(includeInAll);  return  fieldMapper;  }  }  public  static  class  TypeParser  implements  Mapper.TypeParser  {  public  Mapper.Builder  parse(String  name,  Map<String,  Object>  node,  ParserContext  parserContext)  throws  MapperParsingException  {  	ignoreMalformed(context));  
elasticsearch_1952df982b69873544c00470293ee851697abbf4	buggy:  final  AtomicReference<Throwable>  failure  =  new  AtomicReference<Throwable>();  context:  public  void  concurrentOperationOnSameDocTest()  throws  Exception  {  assertAcked(prepareCreate( "test ")  .setSettings(settingsBuilder().put(indexSettings()).put( "index.number_of_shards ",  1)));  int  numberOfUpdates  =  100;          final  AtomicReference<Throwable>  failure  =  new  AtomicReference<Throwable>();          final  AtomicReference<Throwable>  failure  =  new  AtomicReference<>();  final  CountDownLatch  latch  =  new  CountDownLatch(numberOfUpdates);  for  (int  i  =  0;  i  <  numberOfUpdates;  i++)  {  client().prepareIndex( "test ",   "type1 ",   "1 ").setSource( "field1 ",  i).execute(new  ActionListener<IndexResponse>()  {  public  void  onResponse(IndexResponse  response)  {  latch.countDown();  }  	final  AtomicReference<Throwable>  failure  =  new  AtomicReference<>();  
libgdx_882cbfd58168f6cb14cff3b09db2d6c2725c0192	buggy:  stage.setViewport(width,  height,  true);  context:  }  public  void  render  ()  {  Gdx.gl.glClear(GL20.GL_COLOR_BUFFER_BIT);  stage.act(Gdx.graphics.getDeltaTime());  stage.draw();  }  public  void  resize  (int  width,  int  height)  {  stage.setViewport(width,  height,  true);  stage.getViewport().update(width,  height,  true);  }  public  void  dispose  ()  {  stage.dispose();  }  }  	stage.getViewport().update(width,  height,  true);  
elasticsearch_bc393b6d79bb04e8911459983b1aec1e75ab3768	buggy:  .setMinScore(2)  //  Score  needs  to  be  above  2.0!  context:  client().prepareIndex( "test ",   "parent ",   "p1 ").setSource( "p_field ",   "p_value1 ").execute().actionGet();  client().prepareIndex( "test ",   "child ",   "c1 ").setSource( "c_field ",   "x ").setParent( "p1 ").execute().actionGet();  client().prepareIndex( "test ",   "parent ",   "p2 ").setSource( "p_field ",   "p_value2 ").execute().actionGet();  client().prepareIndex( "test ",   "child ",   "c3 ").setSource( "c_field ",   "x ").setParent( "p2 ").execute().actionGet();  client().prepareIndex( "test ",   "child ",   "c4 ").setSource( "c_field ",   "x ").setParent( "p2 ").execute().actionGet();  client().prepareIndex( "test ",   "child ",   "c5 ").setSource( "c_field ",   "x ").setParent( "p2 ").execute().actionGet();  refresh();  SearchResponse  searchResponse  =  client().prepareSearch( "test ").setQuery(hasChildQuery( "child ",  matchAllQuery()).scoreType( "sum "))                  .setMinScore(2)  //  Score  needs  to  be  above  2.0!                  .setMinScore(3)  //  Score  needs  to  be  3  or  above!  .execute().actionGet();  assertNoFailures(searchResponse);  assertThat(searchResponse.getFailedShards(),  equalTo(0));  assertThat(searchResponse.getHits().totalHits(),  equalTo(1l));  assertThat(searchResponse.getHits().getAt(0).id(),  equalTo( "p2 "));  assertThat(searchResponse.getHits().getAt(0).score(),  equalTo(3.0f));  }  	.setMinScore(3)  //  Score  needs  to  be  3  or  above!  
elasticsearch_3afeac5b125af71592d185b142cd816c95a3c579	buggy:  logger.debug( " ");  context:  parser  =  XContentHelper.createParser(data,  0,  data.length);  metaData  =  MetaData.Builder.fromXContent(parser);  highestVersion  =  version;  }  finally  {  if  (parser  !=  null)  {  parser.close();  }  }  }  }  catch  (Exception  e)  {                      logger.debug( " ");                      logger.debug( "failed  to  load  global  state  from  [{}] ",  e,  stateFile.getAbsolutePath());  }  }  }  return  metaData;  }  private  void  pre019Upgrade()  throws  Exception  {  	logger.debug( "failed  to  load  global  state  from  [{}] ",  e,  stateFile.getAbsolutePath());  
libgdx_43419c1f2f50604ce39a5a11ccf72593b7b1abac	buggy:  if  (areVerticesClockwise(vertices,  0,  vertices.length))  {  context:  public  ShortArray  computeTriangles  (float[]  vertices,  int  offset,  int  count)  {  this.vertices  =  vertices;  int  vertexCount  =  this.vertexCount  =  count  /  2;  ShortArray  indicesArray  =  this.indicesArray;  indicesArray.clear();  indicesArray.ensureCapacity(vertexCount);  indicesArray.size  =  vertexCount;  short[]  indices  =  this.indices  =  indicesArray.items;  if  (areVerticesClockwise(vertices,  0,  vertices.length))  {  if  (areVerticesClockwise(vertices,  offset,  count))  {  for  (short  i  =  0;  i  <  vertexCount;  i++)  indices[i]  =  i;  }  else  {  for  (int  i  =  0,  n  =  vertexCount  -  1;  i  <  vertexCount;  i++)  indices[i]  =  (short)(n  -  i);  //  Reversed.  }  IntArray  vertexTypes  =  this.vertexTypes;  	if  (areVerticesClockwise(vertices,  offset,  count))  {  
libgdx_50504826391f4db99dddd0d14dc9eaefd7916f31	buggy:  ids[i]  =  (int)Long.parseLong(array[i]);  context:  static  int[]  getTileIds  (Element  element,  int  width,  int  height)  {  Element  data  =  element.getChildByName( "data ");  String  encoding  =  data.getAttribute( "encoding ",  null);  if  (encoding  ==  null)  {  //  no  'encoding'  attribute  means  that  the  encoding  is  XML  throw  new  GdxRuntimeException( "Unsupported  encoding  (XML)  for  TMX  Layer  Data ");  }  int[]  ids  =  new  int[width  *  height];  if  (encoding.equals( "csv "))  {  String[]  array  =  data.getText().split( ", ");  for  (int  i  =  0;  i  <  array.length;  i++)  ids[i]  =  (int)Long.parseLong(array[i]);  ids[i]  =  (int)Long.parseLong(array[i].trim());  }  else  {  if  (true)  if  (encoding.equals( "base64 "))  {  InputStream  is  =  null;  try  {  String  compression  =  data.getAttribute( "compression ",  null);  byte[]  bytes  =  Base64Coder.decode(data.getText());  if  (compression  ==  null)  	ids[i]  =  (int)Long.parseLong(array[i].trim());  
